Reference_Date,Carrier,Geography
2025-09-08,CN,CN terminal area, Prince George
2025-09-08,CN,CN terminal area, Prince Rupert
2025-09-08,CN,CN terminal area, Sarnia
2025-09-08,CN,CN terminal area, Saskatoon
2025-09-08,CN,CN terminal area, Toronto
2025-09-08,CN,CN terminal area, Vancouver
2025-09-08,CN,CN terminal area, Winnipeg
2025-09-08,CPKC,CPKC terminal area, Calgary
2025-09-08,CPKC,CPKC terminal area, Edmonton
2025-09-08,CPKC,CPKC terminal area, Lethbridge
2025-09-08,CPKC,CPKC terminal area, Montreal
2025-09-08,CPKC,CPKC terminal area, Moose Jaw
2025-09-08,CPKC,CPKC terminal area, Red Deer
2025-09-08,CPKC,CPKC terminal area, Toronto
2025-09-08,CPKC,CPKC terminal area, Vancouver
2025-09-08,CPKC,CPKC terminal area, Winnipeg
2025-09-15,CN,CN terminal area, Edmonton
2025-09-15,CN,CN terminal area, Kamloops
2025-09-15,CN,CN terminal area, Montreal
2025-09-15,CN,CN terminal area, Prince George
2025-09-15,CN,CN terminal area, Prince Rupert
2025-09-15,CN,CN terminal area, Sarnia
2025-09-15,CN,CN terminal area, Saskatoon
2025-09-15,CN,CN terminal area, Toronto
2025-09-15,CN,CN terminal area, Vancouver
2025-09-15,CN,CN terminal area, Winnipeg
2025-09-15,CPKC,CPKC terminal area, Calgary
2025-09-15,CPKC,CPKC terminal area, Edmonton
2025-09-15,CPKC,CPKC terminal area, Lethbridge
2025-09-15,CPKC,CPKC terminal area, Montreal
2025-09-15,CPKC,CPKC terminal area, Moose Jaw
2025-09-15,CPKC,CPKC terminal area, Red Deer
2025-09-15,CPKC,CPKC terminal area, Toronto
2025-09-15,CPKC,CPKC terminal area, Vancouver
2025-09-15,CPKC,CPKC terminal area, Winnipeg
2025-09-22,CN,CN terminal area, Edmonton
2025-09-22,CN,CN terminal area, Kamloops
2025-09-22,CN,CN terminal area, Montreal
2025-09-22,CN,CN terminal area, Prince George
2025-09-22,CN,CN terminal area, Prince Rupert
2025-09-22,CN,CN terminal area, Sarnia
2025-09-22,CN,CN terminal area, Saskatoon
2025-09-22,CN,CN terminal area, Toronto
2025-09-22,CN,CN terminal area, Vancouver
2025-09-22,CN,CN terminal area, Winnipeg
2025-09-22,CPKC,CPKC terminal area, Calgary
2025-09-22,CPKC,CPKC terminal area, Edmonton
2025-09-22,CPKC,CPKC terminal area, Lethbridge
2025-09-22,CPKC,CPKC terminal area, Montreal
2025-09-22,CPKC,CPKC terminal area, Moose Jaw
2025-09-22,CPKC,CPKC terminal area, Red Deer
2025-09-22,CPKC,CPKC terminal area, Toronto
2025-09-22,CPKC,CPKC terminal area, Vancouver
2025-09-22,CPKC,CPKC terminal area, Winnipeg
2025-09-29,CN,CN terminal area, Edmonton
2025-09-29,CN,CN terminal area, Kamloops
2025-09-29,CN,CN terminal area, Montreal
2025-09-29,CN,CN terminal area, Prince George
2025-09-29,CN,CN terminal area, Prince Rupert
2025-09-29,CN,CN terminal area, Sarnia
2025-09-29,CN,CN terminal area, Saskatoon
2025-09-29,CN,CN terminal area, Toronto
2025-09-29,CN,CN terminal area, Vancouver
2025-09-29,CN,CN terminal area, Winnipeg
2025-09-29,CPKC,CPKC terminal area, Calgary
2025-09-29,CPKC,CPKC terminal area, Edmonton
2025-09-29,CPKC,CPKC terminal area, Lethbridge
2025-09-29,CPKC,CPKC terminal area, Montreal
2025-09-29,CPKC,CPKC terminal area, Moose Jaw
2025-09-29,CPKC,CPKC terminal area, Red Deer
2025-09-29,CPKC,CPKC terminal area, Toronto
2025-09-29,CPKC,CPKC terminal area, Vancouver
2025-09-29,CPKC,CPKC terminal area, Winnipeg
2025-10-06,CN,CN terminal area, Edmonton
2025-10-06,CN,CN terminal area, Kamloops
2025-10-06,CN,CN terminal area, Montreal
2025-10-06,CN,CN terminal area, Prince George
2025-10-06,CN,CN terminal area, Prince Rupert
2025-10-06,CN,CN terminal area, Sarnia
2025-10-06,CN,CN terminal area, Saskatoon
2025-10-06,CN,CN terminal area, Toronto
2025-10-06,CN,CN terminal area, Vancouver
2025-10-06,CN,CN terminal area, Winnipeg
2025-10-06,CPKC,CPKC terminal area, Calgary
2025-10-06,CPKC,CPKC terminal area, Edmonton
2025-10-06,CPKC,CPKC terminal area, Lethbridge
2025-10-06,CPKC,CPKC terminal area, Montreal
2025-10-06,CPKC,CPKC terminal area, Moose Jaw
2025-10-06,CPKC,CPKC terminal area, Red Deer
2025-10-06,CPKC,CPKC terminal area, Toronto
2025-10-06,CPKC,CPKC terminal area, Vancouver
2025-10-06,CPKC,CPKC terminal area, Winnipeg
2025-10-13,CN,CN terminal area, Edmonton
2025-10-13,CN,CN terminal area, Kamloops
2025-10-13,CN,CN terminal area, Montreal
2025-10-13,CN,CN terminal area, Prince George
2025-10-13,CN,CN terminal area, Prince Rupert
2025-10-13,CN,CN terminal area, Sarnia
2025-10-13,CN,CN terminal area, Saskatoon
2025-10-13,CN,CN terminal area, Toronto
2025-10-13,CN,CN terminal area, Vancouver
2025-10-13,CN,CN terminal area, Winnipeg
2025-10-13,CPKC,CPKC terminal area, Calgary
2025-10-13,CPKC,CPKC terminal area, Edmonton
2025-10-13,CPKC,CPKC terminal area, Lethbridge
2025-10-13,CPKC,CPKC terminal area, Montreal
2025-10-13,CPKC,CPKC terminal area, Moose Jaw
2025-10-13,CPKC,CPKC terminal area, Red Deer
2025-10-13,CPKC,CPKC terminal area, Toronto
2025-10-13,CPKC,CPKC terminal area, Vancouver
2025-10-13,CPKC,CPKC terminal area, Winnipeg
2025-10-20,CN,CN terminal area, Edmonton
2025-10-20,CN,CN terminal area, Kamloops
2025-10-20,CN,CN terminal area, Montreal
2025-10-20,CN,CN terminal area, Prince George
2025-10-20,CN,CN terminal area, Prince Rupert
2025-10-20,CN,CN terminal area, Sarnia
2025-10-20,CN,CN terminal area, Saskatoon
2025-10-20,CN,CN terminal area, Toronto
2025-10-20,CN,CN terminal area, Vancouver
2025-10-20,CN,CN terminal area, Winnipeg
2025-10-20,CPKC,CPKC terminal area, Calgary
2025-10-20,CPKC,CPKC terminal area, Edmonton
2025-10-20,CPKC,CPKC terminal area, Lethbridge
2025-10-20,CPKC,CPKC terminal area, Montreal
2025-10-20,CPKC,CPKC terminal area, Moose Jaw
2025-10-20,CPKC,CPKC terminal area, Red Deer
2025-10-20,CPKC,CPKC terminal area, Toronto
2025-10-20,CPKC,CPKC terminal area, Vancouver
2025-10-20,CPKC,CPKC terminal area, Winnipeg
2025-10-27,CN,CN terminal area, Edmonton
2025-10-27,CN,CN terminal area, Kamloops
2025-10-27,CN,CN terminal area, Montreal
2025-10-27,CN,CN terminal area, Prince George
2025-10-27,CN,CN terminal area, Prince Rupert
2025-10-27,CN,CN terminal area, Sarnia
2025-10-27,CN,CN terminal area, Saskatoon
2025-10-27,CN,CN terminal area, Toronto
2025-10-27,CN,CN terminal area, Vancouver
2025-10-27,CN,CN terminal area, Winnipeg
2025-10-27,CPKC,CPKC terminal area, Calgary
2025-10-27,CPKC,CPKC terminal area, Edmonton
2025-10-27,CPKC,CPKC terminal area, Lethbridge
2025-10-27,CPKC,CPKC terminal area, Montreal
2025-10-27,CPKC,CPKC terminal area, Moose Jaw
2025-10-27,CPKC,CPKC terminal area, Red Deer
2025-10-27,CPKC,CPKC terminal area, Toronto
2025-10-27,CPKC,CPKC terminal area, Vancouver
2025-10-27,CPKC,CPKC terminal area, Winnipeg
2025-11-03,CN,CN terminal area, Edmonton
2025-11-03,CN,CN terminal area, Kamloops
2025-11-03,CN,CN terminal area, Montreal
2025-11-03,CN,CN terminal area, Prince George
2025-11-03,CN,CN terminal area, Prince Rupert
2025-11-03,CN,CN terminal area, Sarnia
2025-11-03,CN,CN terminal area, Saskatoon
2025-11-03,CN,CN terminal area, Toronto
2025-11-03,CN,CN terminal area, Vancouver
2025-11-03,CN,CN terminal area, Winnipeg
2025-11-03,CPKC,CPKC terminal area, Calgary
2025-11-03,CPKC,CPKC terminal area, Edmonton
2025-11-03,CPKC,CPKC terminal area, Lethbridge
2025-11-03,CPKC,CPKC terminal area, Montreal
2025-11-03,CPKC,CPKC terminal area, Moose Jaw
2025-11-03,CPKC,CPKC terminal area, Red Deer
2025-11-03,CPKC,CPKC terminal area, Toronto
2025-11-03,CPKC,CPKC terminal area, Vancouver
2025-11-03,CPKC,CPKC terminal area, Winnipeg
2025-11-10,CN,CN terminal area, Edmonton
2025-11-10,CN,CN terminal area, Kamloops
2025-11-10,CN,CN terminal area, Montreal
2025-11-10,CN,CN terminal area, Prince George
2025-11-10,CN,CN terminal area, Prince Rupert
2025-11-10,CN,CN terminal area, Sarnia
2025-11-10,CN,CN terminal area, Saskatoon
2025-11-10,CN,CN terminal area, Toronto
2025-11-10,CN,CN terminal area, Vancouver
2025-11-10,CN,CN terminal area, Winnipeg
2025-11-10,CPKC,CPKC terminal area, Calgary
2025-11-10,CPKC,CPKC terminal area, Edmonton
2025-11-10,CPKC,CPKC terminal area, Lethbridge
2025-11-10,CPKC,CPKC terminal area, Montreal
2025-11-10,CPKC,CPKC terminal area, Moose Jaw
2025-11-10,CPKC,CPKC terminal area, Red Deer
2025-11-10,CPKC,CPKC terminal area, Toronto
2025-11-10,CPKC,CPKC terminal area, Vancouver
2025-11-10,CPKC,CPKC terminal area, Winnipeg
2025-11-17,CN,CN terminal area, Edmonton
2025-11-17,CN,CN terminal area, Kamloops
2025-11-17,CN,CN terminal area, Montreal
2025-11-17,CN,CN terminal area, Prince George
2025-11-17,CN,CN terminal area, Prince Rupert
2025-11-17,CN,CN terminal area, Sarnia
2025-11-17,CN,CN terminal area, Saskatoon
2025-11-17,CN,CN terminal area, Toronto
2025-11-17,CN,CN terminal area, Vancouver
2025-11-17,CN,CN terminal area, Winnipeg
2025-11-17,CPKC,CPKC terminal area, Calgary
2025-11-17,CPKC,CPKC terminal area, Edmonton
2025-11-17,CPKC,CPKC terminal area, Lethbridge
2025-11-17,CPKC,CPKC terminal area, Montreal
2025-11-17,CPKC,CPKC terminal area, Moose Jaw
2025-11-17,CPKC,CPKC terminal area, Red Deer
2025-11-17,CPKC,CPKC terminal area, Toronto
2025-11-17,CPKC,CPKC terminal area, Vancouver
2025-11-17,CPKC,CPKC terminal area, Winnipeg
2025-11-24,CN,CN terminal area, Edmonton
2025-11-24,CN,CN terminal area, Kamloops
2025-11-24,CN,CN terminal area, Montreal
2025-11-24,CN,CN terminal area, Prince George
2025-11-24,CN,CN terminal area, Prince Rupert
2025-11-24,CN,CN terminal area, Sarnia
2025-11-24,CN,CN terminal area, Saskatoon
2025-11-24,CN,CN terminal area, Toronto
2025-11-24,CN,CN terminal area, Vancouver
2025-11-24,CN,CN terminal area, Winnipeg
2025-11-24,CPKC,CPKC terminal area, Calgary
2025-11-24,CPKC,CPKC terminal area, Edmonton
2025-11-24,CPKC,CPKC terminal area, Lethbridge
2025-11-24,CPKC,CPKC terminal area, Montreal
2025-11-24,CPKC,CPKC terminal area, Moose Jaw
2025-11-24,CPKC,CPKC terminal area, Red Deer
2025-11-24,CPKC,CPKC terminal area, Toronto
2025-11-24,CPKC,CPKC terminal area, Vancouver
2025-11-24,CPKC,CPKC terminal area, Winnipeg
2025-12-01,CN,CN terminal area, Edmonton
2025-12-01,CN,CN terminal area, Kamloops
2025-12-01,CN,CN terminal area, Montreal
2025-12-01,CN,CN terminal area, Prince George
2025-12-01,CN,CN terminal area, Prince Rupert
2025-12-01,CN,CN terminal area, Sarnia
2025-12-01,CN,CN terminal area, Saskatoon
2025-12-01,CN,CN terminal area, Toronto
2025-12-01,CN,CN terminal area, Vancouver
2025-12-01,CN,CN terminal area, Winnipeg
2025-12-01,CPKC,CPKC terminal area, Calgary
2025-12-01,CPKC,CPKC terminal area, Edmonton
2025-12-01,CPKC,CPKC terminal area, Lethbridge
2025-12-01,CPKC,CPKC terminal area, Montreal
2025-12-01,CPKC,CPKC terminal area, Moose Jaw
2025-12-01,CPKC,CPKC terminal area, Red Deer
2025-12-01,CPKC,CPKC terminal area, Toronto
2025-12-01,CPKC,CPKC terminal area, Vancouver
2025-12-01,CPKC,CPKC terminal area, Winnipeg
2025-12-08,CN,CN terminal area, Edmonton
2025-12-08,CN,CN terminal area, Kamloops
2025-12-08,CN,CN terminal area, Montreal
2025-12-08,CN,CN terminal area, Prince George
2025-12-08,CN,CN terminal area, Prince Rupert
2025-12-08,CN,CN terminal area, Sarnia
2025-12-08,CN,CN terminal area, Saskatoon
2025-12-08,CN,CN terminal area, Toronto
2025-12-08,CN,CN terminal area, Vancouver
2025-12-08,CN,CN terminal area, Winnipeg
2025-12-08,CPKC,CPKC terminal area, Calgary
2025-12-08,CPKC,CPKC terminal area, Edmonton
2025-12-08,CPKC,CPKC terminal area, Lethbridge
2025-12-08,CPKC,CPKC terminal area, Montreal
2025-12-08,CPKC,CPKC terminal area, Moose Jaw
2025-12-08,CPKC,CPKC terminal area, Red Deer
2025-12-08,CPKC,CPKC terminal area, Toronto
2025-12-08,CPKC,CPKC terminal area, Vancouver
2025-12-08,CPKC,CPKC terminal area, Winnipeg
2025-12-15,CN,CN terminal area, Edmonton
2025-12-15,CN,CN terminal area, Kamloops
2025-12-15,CN,CN terminal area, Montreal
2025-12-15,CN,CN terminal area, Prince George
2025-12-15,CN,CN terminal area, Prince Rupert
2025-12-15,CN,CN terminal area, Sarnia
2025-12-15,CN,CN terminal area, Saskatoon
2025-12-15,CN,CN terminal area, Toronto
2025-12-15,CN,CN terminal area, Vancouver
2025-12-15,CN,CN terminal area, Winnipeg
2025-12-15,CPKC,CPKC terminal area, Calgary
2025-12-15,CPKC,CPKC terminal area, Edmonton
2025-12-15,CPKC,CPKC terminal area, Lethbridge
2025-12-15,CPKC,CPKC terminal area, Montreal
2025-12-15,CPKC,CPKC terminal area, Moose Jaw
2025-12-15,CPKC,CPKC terminal area, Red Deer
2025-12-15,CPKC,CPKC terminal area, Toronto
2025-12-15,CPKC,CPKC terminal area, Vancouver
2025-12-15,CPKC,CPKC terminal area, Winnipeg
2025-12-22,CN,CN terminal area, Edmonton
2025-12-22,CN,CN terminal area, Kamloops
2025-12-22,CN,CN terminal area, Montreal
2025-12-22,CN,CN terminal area, Prince George
2025-12-22,CN,CN terminal area, Prince Rupert
2025-12-22,CN,CN terminal area, Sarnia
2025-12-22,CN,CN terminal area, Saskatoon
2025-12-22,CN,CN terminal area, Toronto
2025-12-22,CN,CN terminal area, Vancouver
2025-12-22,CN,CN terminal area, Winnipeg
2025-12-22,CPKC,CPKC terminal area, Calgary
2025-12-22,CPKC,CPKC terminal area, Edmonton
2025-12-22,CPKC,CPKC terminal area, Lethbridge
2025-12-22,CPKC,CPKC terminal area, Montreal
2025-12-22,CPKC,CPKC terminal area, Moose Jaw
2025-12-22,CPKC,CPKC terminal area, Red Deer
2025-12-22,CPKC,CPKC terminal area, Toronto
2025-12-22,CPKC,CPKC terminal area, Vancouver
2025-12-22,CPKC,CPKC terminal area, Winnipeg
2025-12-29,CN,CN terminal area, Edmonton
2025-12-29,CN,CN terminal area, Kamloops
2025-12-29,CN,CN terminal area, Montreal
2025-12-29,CN,CN terminal area, Prince George
2025-12-29,CN,CN terminal area, Prince Rupert
2025-12-29,CN,CN terminal area, Sarnia
2025-12-29,CN,CN terminal area, Saskatoon
2025-12-29,CN,CN terminal area, Toronto
2025-12-29,CN,CN terminal area, Vancouver
2025-12-29,CN,CN terminal area, Winnipeg
2025-12-29,CPKC,CPKC terminal area, Calgary
2025-12-29,CPKC,CPKC terminal area, Edmonton
2025-12-29,CPKC,CPKC terminal area, Lethbridge
2025-12-29,CPKC,CPKC terminal area, Montreal
2025-12-29,CPKC,CPKC terminal area, Moose Jaw
2025-12-29,CPKC,CPKC terminal area, Red Deer
2025-12-29,CPKC,CPKC terminal area, Toronto
2025-12-29,CPKC,CPKC terminal area, Vancouver
2025-12-29,CPKC,CPKC terminal area, Winnipeg
