PAIR_ID,CERT,STALPBR,CLASS,UNINUMBR,DEPSUMBR_2022,DEPSUMBR_2023,DEPSUMBR_2024,SHARE_2022,SHARE_2024,DELTA_LOG_SHARE
P006228,3510,MN,GAIN,634504,6638,9148,10615,0.00127494796395343,0.00178970441973534,0.3391451123859658
P006229,3510,MN,DECLINE,590077,303832,317258,273387,0.05835643112140682,0.04609344533190629,-0.2358988127604913
P006229,3510,MN,GAIN,634503,5540,14559,12743,0.001064057204022597,0.00214848831094559,0.7026753309994791
P006230,3510,MN,DECLINE,580156,43883,44139,39588,0.008428523878000655,0.00667459430696963,-0.2333132287841707
P006230,3510,MN,GAIN,647738,1577,6311,8672,0.0003028913737804397,0.001462111797262823,1.574262867244918
P006231,3510,MO,DECLINE,203858,2212784,1626587,1482976,0.09261384201892939,0.07550347581268359,-0.2042599198773412
P006231,3510,MO,GAIN,11497,521853,583410,528955,0.02184163085918208,0.02693094227317101,0.2094580748035209
P006232,3510,MO,DECLINE,14750,289087,237678,211228,0.01209944474821141,0.01075435353570222,-0.1178489103155122
P006232,3510,MO,GAIN,203913,267039,259259,249476,0.01117664795067792,0.01270169249660483,0.1279086547848909
P006233,3510,MO,DECLINE,243572,670392,561357,509735,0.0280585808550469,0.02595238509819327,-0.07803098133610588
P006233,3510,MO,GAIN,270731,334133,295554,363684,0.01398479963489926,0.01851641975154016,0.2806868931704463
P006234,3510,MO,DECLINE,256769,157400,128570,120654,0.006587818211709541,0.006142915576990812,-0.06992273895727263
P006234,3510,MO,GAIN,218752,138581,138719,130140,0.005800167951695807,0.006625880892383047,0.1330964535991913
P006235,3510,MO,DECLINE,218747,719259,646055,560633,0.03010385984203299,0.02854377963992151,-0.05321436113430506
P006235,3510,MO,GAIN,245113,250736,246527,236848,0.0104943023324727,0.01205875701244153,0.1389586441443209
P006236,3510,MO,DECLINE,2428,9473283,7611112,7403815,0.3964947031262923,0.3769540213557629,-0.05053946116764235
P006236,3510,MO,GAIN,455100,202408,188967,232381,0.00847158264673256,0.01183132647650888,0.334033455471936
P006237,3510,MO,DECLINE,431463,209105,181892,163980,0.008751878825664064,0.00834879321294738,-0.04715139723045004
P006237,3510,MO,GAIN,203893,191579,179470,179345,0.008018345776245885,0.009131078904598414,0.1299517207041841
P006238,3510,MO,DECLINE,14803,71241,63418,55914,0.002981720185644215,0.002846776580733869,-0.04631304759515679
P006238,3510,MO,GAIN,203872,74718,76294,73280,0.003127246512976579,0.003730940155170046,0.1765073451528533
P006239,3510,MO,DECLINE,9057,405974,370692,319272,0.01699163221525139,0.01625525007125342,-0.04430506233849593
P006239,3510,MO,GAIN,423348,101976,95182,146132,0.004268102604557129,0.007440089338909785,0.5557134831099048
P006240,3510,MO,DECLINE,203906,161495,138637,129919,0.006759210305591057,0.006614629012275343,-0.02162235133767099
P006240,3510,MO,GAIN,187822,82692,85345,85478,0.003460990238644761,0.00435198284093375,0.229076822482285
P006241,3510,MO,DECLINE,11798,214338,188803,176266,0.008970900761508258,0.008974316285360306,0.0003806611961694983
P006241,3510,MO,GAIN,243780,82636,81127,78444,0.003458646415138689,0.003993857389903917,0.1438802252432553
P006242,3510,MO,DECLINE,424686,91708,82456,76135,0.003838345823122355,0.003876298153846498,0.009839115586324854
P006242,3510,MO,GAIN,203900,82221,84475,80071,0.003441277008799048,0.004076693629429868,0.1694436489460134
P006243,3510,MO,DECLINE,270734,183167,167930,152187,0.007666270002440924,0.007748370488467026,0.01065237459448704
P006243,3510,MO,GAIN,270728,61351,60016,59308,0.002567784212875426,0.003019576947636805,0.1620733849672459
P006244,3510,NC,DECLINE,644957,424,261,289,2.007099907639321e-06,8.519271469046811e-07,-0.856945112303036
P006244,3510,NC,GAIN,614419,21111,22853,31380,9.993369375040971e-05,9.25033697919339e-05,-0.07726182953114542
P006245,3510,NC,DECLINE,205221,188874,152496,130420,0.0008940778017817669,0.0003844579186827284,-0.8439584592903929
P006245,3510,NC,GAIN,235455,179960,321088,297068,0.0008518813664593686,0.0008757103587428368,0.02758811966869659
P006246,3510,NC,DECLINE,617504,958044,686384,715167,0.004535117980930203,0.002108201321350796,-0.766015969263274
P006246,3510,NC,GAIN,205219,419801,419311,494052,0.001987222991337016,0.001456388618624746,-0.3107783598478741
P006247,3510,NC,DECLINE,205294,238892,213232,181832,0.001130849318716445,0.0005360125154877923,-0.7465667282841535
P006247,3510,NC,GAIN,205172,227503,241409,242522,0.001076936911055822,0.0007149172163377754,-0.4097093423886946
P006248,3510,NC,DECLINE,363654,329328,294287,254368,0.001558948581092081,0.0007498373858264703,-0.7319105224094531
P006248,3510,NC,GAIN,205155,321003,360128,318754,0.001519540310499871,0.0009396373210534766,-0.4806691686507418
P006249,3510,NC,DECLINE,205291,177843,147166,137543,0.0008418600680997637,0.0004054554171858497,-0.7306028883026143
P006249,3510,NC,GAIN,240719,173351,175865,203320,0.0008205961700216604,0.0005993558045282345,-0.3141756933952913
P006250,3510,NC,DECLINE,577992,230934,139230,180431,0.00109317832563863,0.000531882584924424,-0.720421867375059
P006250,3510,NC,GAIN,540394,222358,253109,222217,0.001052581889770906,0.0006550612276945243,-0.474272658875138
P006251,3510,NC,DECLINE,428729,198233,165211,155408,0.0009383807452619472,0.0004581186645195941,-0.7170275350464661
P006251,3510,NC,GAIN,205298,199802,208780,209103,0.0009458079616654521,0.0006164031910007251,-0.4281382678239104
P006252,3510,NC,DECLINE,205308,401568,365707,315468,0.001900912961582328,0.0009299507030440345,-0.7149579785815845
P006252,3510,NC,GAIN,225811,393261,393455,417201,0.001861589898061668,0.001229843797978477,-0.4145437387029879
P006253,3510,NC,DECLINE,366245,335725,295660,264419,0.00158923022757597,0.0007794661739009996,-0.712395751438139
P006253,3510,NC,GAIN,205178,274479,355972,354527,0.001299308432898428,0.001045090573047321,-0.2177285937917711
P006254,3510,NC,DECLINE,240716,343291,294973,271444,0.001625045599984458,0.000800174783613821,-0.7084609725769884
P006254,3510,NC,GAIN,205270,153364,197479,190907,0.0007259831845169738,0.0005627642070385189,-0.254666127528994
P006255,3510,NC,DECLINE,240654,98888,88187,78491,0.0004681087161948991,0.0002313792861165928,-0.7046422732349755
P006255,3510,NC,GAIN,510849,98011,145949,143844,0.0004639572383198998,0.0004240297872642109,-0.08998868344009125
P006256,3510,NC,DECLINE,205136,1279776,1210481,1017503,0.006058109177827878,0.00299944092649465,-0.7029718210675348
P006256,3510,NC,GAIN,205171,149799,144432,277763,0.0007091074506237328,0.0008188022148985639,0.1438354914279779
P006257,3510,NC,DECLINE,205289,278440,228581,222681,0.001318058722365785,0.0006564290276812502,-0.6971006874296956
P006257,3510,NC,GAIN,205182,139185,247604,223416,0.0006588636807659881,0.0006585956936084991,-0.000406824174464311
P006258,3510,NC,DECLINE,205105,223669,185655,179425,0.001058787804815517,0.000528917053056652,-0.694048332307292
P006258,3510,NC,GAIN,205162,133591,187977,179352,0.0006323832164185014,0.0005287018603863265,-0.1790708834513545
P006259,3510,NC,DECLINE,205287,223212,200973,179152,0.001056624491943368,0.000528112291426531,-0.6935257301684832
P006259,3510,NC,GAIN,205288,127862,123312,127081,0.0006052636990343843,0.0003746150648989405,-0.4797652240790959
P006260,3510,NC,DECLINE,489963,427183,394406,344318,0.002022167358125208,0.001014996025494554,-0.6892851890638929
P006260,3510,NC,GAIN,364705,123443,127008,131568,0.000584345362968681,0.0003878420445119553,-0.4098940280198052
P006261,3510,NC,DECLINE,205296,389612,344003,314255,0.001844316531167857,0.000926374967302874,-0.6885849590561647
P006261,3510,NC,GAIN,424687,117648,114531,125700,0.0005569134196555445,0.0003705440912315516,-0.4074373450411752
P006262,3510,NC,DECLINE,205300,394547,354970,320728,0.001867677469951347,0.0009454563666866595,-0.6807832046231734
P006262,3510,NC,GAIN,205244,113170,113927,112965,0.0005357157937442028,0.0003330032877165651,-0.4754514219399359
P006263,3510,NC,DECLINE,205250,262463,231998,214968,0.001242427978912121,0.0006336923007467318,-0.6732592850585123
P006263,3510,NC,GAIN,572514,106799,111495,123873,0.0005055572241414432,0.0003651583787838186,-0.3253300611578437
P006264,3510,NC,DECLINE,205103,116009,108281,95808,0.0005491548424182312,0.0002824271145004972,-0.6649599306899544
P006264,3510,NC,GAIN,205098,104466,159069,127890,0.0004945134409232296,0.0003769998713413138,-0.2713294853507981
P006265,3510,NC,DECLINE,205266,276840,246790,228823,0.001310484760450164,0.0006745346904365739,-0.6641292882282521
P006265,3510,NC,GAIN,359459,84073,90772,87774,0.0003979785625824544,0.0002587441293855069,-0.4305584850186241
P006266,3510,NC,DECLINE,432103,196823,186779,163024,0.000931706191323807,0.0004805694505086116,-0.6620457636596763
P006266,3510,NC,GAIN,205145,61101,63158,63135,0.0002892354043789391,0.0001861121813834846,-0.4408912869485963
P006267,3510,NC,DECLINE,205297,334454,306461,278983,0.001583213661579249,0.0008223985855533172,-0.6549868485453278
P006267,3510,NC,GAIN,572536,45756,53228,52169,0.0002165963758819453,0.0001537861153178903,-0.342472827100621
P006268,3510,NC,DECLINE,205187,187345,169767,156387,0.0008868399344261525,0.0004610046045777937,-0.6542564775980634
P006268,3510,NC,GAIN,205267,34021,35211,34621,0.0001610460989570692,0.000102057334785422,-0.4561558918246069
P006269,3510,NC,DECLINE,205272,126639,111631,105822,0.0005994743518951322,0.0003119468323174643,-0.6532204270095661
P006269,3510,NC,GAIN,2238,188316735,227718778,318260403,0.8914398618524495,0.9381822737042353,0.05110627400696582
P006270,3510,NH,DECLINE,540404,149488,67241,78990,0.02222312740627405,0.01433338075440145,-0.4385423861979795
P006270,3510,NH,GAIN,249598,158657,197345,186537,0.02358620574826891,0.03384866243554606,0.3612374451665011
P006271,3510,NH,DECLINE,14662,659268,560062,435829,0.09800784517071259,0.07908473225484275,-0.2145276903557126
P006271,3510,NH,GAIN,4198,501359,527148,512893,0.07453283830997909,0.09306862457611371,0.2220973087541299
P006272,3510,NH,DECLINE,248701,2619492,2468347,2026081,0.3894179095025396,0.367648948123287,-0.05752454688327316
P006272,3510,NH,GAIN,209115,343791,340365,317679,0.05110852505973967,0.05764544960979236,0.1203599980769994
P006273,3510,NH,DECLINE,269681,315739,274066,251479,0.04693826945393319,0.04563291883448693,-0.02820396221182371
P006273,3510,NH,GAIN,473049,129188,126224,123960,0.01920529663492543,0.02249355460584383,0.15804269881785
P006274,3510,NJ,DECLINE,210308,779589,590004,325193,0.01017571778164813,0.004687144326261901,-0.7751807611379026
P006274,3510,NJ,GAIN,7661,922404,912388,923334,0.0120398348163755,0.01330840368441112,0.1001749714451138
P006275,3510,NJ,DECLINE,491057,346319,244649,235844,0.004520387545774244,0.003399319377978345,-0.285022501748909
P006275,3510,NJ,GAIN,210326,328508,292322,305369,0.004287906444310608,0.004401412625014285,0.02612693503203068
P006276,3510,NJ,DECLINE,209947,192045,160076,131433,0.002506699968030096,0.00189439944966091,-0.2800652591246621
P006276,3510,NJ,GAIN,181840,190847,196187,197592,0.002491062869632845,0.002847977114251357,0.1338994831170379
P006277,3510,NJ,DECLINE,181804,300947,248787,207408,0.003928161812485372,0.002989459276249269,-0.273079057283784
P006277,3510,NJ,GAIN,248874,312902,291268,408450,0.004084206479713364,0.00588716270049378,0.3656467096843263
P006278,3510,NJ,DECLINE,209950,130689,118103,90514,0.001705840360966884,0.001304616586295737,-0.2681486756412264
P006278,3510,NJ,GAIN,225785,121582,120573,113092,0.001586969697274259,0.001630042854998758,0.02677995886650808
P006279,3510,NJ,DECLINE,237450,180046,148932,125512,0.002350080983331754,0.00180905757097411,-0.2616437578970236
P006279,3510,NJ,GAIN,181984,179257,146355,214250,0.0023397824268748,0.003088075917690763,0.2774902715260775
P006280,3510,NJ,DECLINE,218769,213143,175356,149454,0.002782085195062817,0.002154143748903409,-0.2558074044040676
P006280,3510,NJ,GAIN,209525,231321,230546,217814,0.003019356626335962,0.003139445357927169,0.03900237566115204
P006281,3510,NJ,DECLINE,40788,438815,367277,315218,0.005727707289807735,0.004543370429977349,-0.2316462046338524
P006281,3510,NJ,GAIN,289742,461940,491233,471815,0.006029550278485889,0.006800469260701365,0.1203191914521831
P006282,3510,NJ,DECLINE,209612,1110677,902338,818096,0.01449730011399288,0.01179156385511852,-0.2065780847976309
P006282,3510,NJ,GAIN,209608,1268044,1178795,1203514,0.01655135959936866,0.01734675659278264,0.04693729955205746
P006283,3510,NJ,DECLINE,209952,320284,278344,237752,0.004180561288034321,0.003426820189418037,-0.198812744241374
P006283,3510,NJ,GAIN,209522,268594,249008,414030,0.003505868787071132,0.00596758960187401,0.5319047335468918
P006284,3510,NJ,DECLINE,252806,348320,306553,258891,0.004546505938005379,0.003731505542155796,-0.1975472294201914
P006284,3510,NJ,GAIN,220071,251626,251968,536365,0.003284391086232606,0.00773085572738486,0.856038285714452
P006285,3510,NJ,DECLINE,4273,345095,300395,257091,0.004504411077962696,0.003705561380420238,-0.1952223892508066
P006285,3510,NJ,GAIN,209566,483137,480907,471387,0.006306227719826897,0.006794300315577577,0.07454639973657193
P006286,3510,NJ,DECLINE,181756,387324,320221,288803,0.005055612270130901,0.00416263985650803,-0.1943495129222005
P006286,3510,NJ,GAIN,13729,502243,577559,513659,0.00655561202865651,0.007403584540513978,0.1216427992211274
P006287,3510,NJ,DECLINE,15698,196576,167776,147062,0.002565841614806343,0.002119666840641489,-0.1910276140453885
P006287,3510,NJ,GAIN,229500,185195,163986,273201,0.002417289180032459,0.003937761627953485,0.4879657083739156
P006288,3510,NJ,DECLINE,13730,161996,136773,121757,0.002114480293790535,0.001754935166909098,-0.186377144023731
P006288,3510,NJ,GAIN,181843,160043,153851,155000,0.002088988429708873,0.002234080593895301,0.06714983216156112
P006289,3510,NJ,DECLINE,248492,246379,203193,185436,0.003215903727893395,0.00267276754199722,-0.1849939473456997
P006289,3510,NJ,GAIN,13453,239417,307186,282143,0.003125031040880322,0.004066646458086465,0.2633744775150184
P006290,3510,NJ,DECLINE,232213,257121,225276,194253,0.003356115506677426,0.002799850694231896,-0.1812181137029656
P006290,3510,NJ,GAIN,209833,235237,228432,221486,0.003070470881197093,0.003192371447867708,0.03893310986210444
P006291,3510,NJ,DECLINE,210320,166987,137579,127087,0.002179626168665894,0.001831758712492724,-0.1738768294097192
P006291,3510,NJ,GAIN,209381,170723,164129,205477,0.002228390942966503,0.002961626956076289,0.2844589898681507
P006292,3510,NJ,DECLINE,267271,223948,196744,170545,0.002923119292043031,0.00245813725732822,-0.1732474461601989
P006292,3510,NJ,GAIN,209521,179008,183175,180231,0.002336532312099411,0.002597745674311897,0.1059761082450049
P006293,3510,NJ,DECLINE,253560,203003,173857,154935,0.002649731123486754,0.002233143721388184,-0.1710478387616766
P006293,3510,NJ,GAIN,181796,151387,318097,275195,0.001976004520087334,0.00396650199378721,0.6968077095996952
P006294,3510,NJ,DECLINE,181851,455305,404184,347780,0.005942945814491098,0.005012700315773599,-0.1702301837274466
P006294,3510,NJ,GAIN,209894,614889,618734,582813,0.008025943068770641,0.008400330407547757,0.04559186083828764
P006295,3510,NJ,DECLINE,218758,79597,71600,60855,0.001038953356532539,0.0008771288680096681,-0.1693151740020497
P006295,3510,NJ,GAIN,240626,77137,78686,75525,0.001006843788872074,0.001088573786154469,0.07804790994750299
P006296,3510,NJ,DECLINE,225775,87716,78892,67067,0.001144927982481855,0.0009666650528437173,-0.1692449587814108
P006296,3510,NJ,GAIN,210141,90588,87677,87616,0.001182415250091959,0.001262846485901489,0.06580912008982469
P006297,3510,NJ,DECLINE,209960,1768006,1508056,1352901,0.02307719848825545,0.01949993464233256,-0.1684339377256873
P006297,3510,NJ,GAIN,6556,637247,641156,674581,0.008317774659727014,0.009723021426519266,0.1561016662451974
P006298,3510,NJ,DECLINE,263169,222178,185403,170398,0.002900016066531233,0.002456018484119817,-0.1661747407962731
P006298,3510,NJ,GAIN,181956,148645,145527,138228,0.001940214099548718,0.001992338660212643,0.02651082728115119
P006299,3510,NJ,DECLINE,181764,255281,216816,195826,0.003332098594280981,0.002822523008904137,-0.1659711450197562
P006299,3510,NJ,GAIN,382,145943,139185,138365,0.001904945785801329,0.001994313299189183,0.0458462308781435
P006300,3510,NJ,DECLINE,181982,509648,448253,394561,0.006652267048382422,0.005686974665857574,-0.1567792925341014
P006300,3510,NJ,GAIN,278260,145250,290894,272551,0.00189590028564332,0.003928392902882312,0.7285366011924177
P006301,3510,NJ,DECLINE,44055,48512,41279,37747,0.0006332111164001979,0.0005440634850178448,-0.1517379433121425
P006301,3510,NJ,GAIN,362552,42217,43595,43741,0.0005510445601308368,0.000630457543597254,0.1346301382009894
P006302,3510,NJ,DECLINE,246514,415284,377800,323667,0.005420564917198627,0.004665149442479422,-0.1500801696699347
P006302,3510,NJ,GAIN,234636,121484,117678,118775,0.001585690535635753,0.00171195433896719,0.07661562457603571
P006303,3510,NJ,DECLINE,225795,176783,154513,137969,0.002307490121837405,0.00198860558360736,-0.1487267251237605
P006303,3510,NJ,GAIN,4303,118179,130720,119301,0.001542551462010616,0.001719535799563247,0.1086165314546546
P006304,3510,NJ,DECLINE,13661,219688,200924,171503,0.002867514918777347,0.002471945316740812,-0.1484403544288663
P006304,3510,NJ,GAIN,181974,114885,116551,248724,0.001499555967753066,0.003584964268619451,0.8715794643024304
P006305,3510,NJ,DECLINE,4252,217926,186098,170335,0.002844516114623795,0.002455110438459072,-0.1472212250289021
P006305,3510,NJ,GAIN,13284,113809,109696,107200,0.001485511295069058,0.001545118965584363,0.03934188832494935
P006306,3510,NJ,DECLINE,267653,289033,261685,226998,0.003772652304718387,0.003271818236471262,-0.1424324172055896
P006306,3510,NJ,GAIN,46741,106249,104003,100545,0.00138683311152714,0.00144919763427873,0.04398723685183065
P006307,3510,NJ,DECLINE,209839,179862,153972,141306,0.002347679292092109,0.002036703176780448,-0.1420948941810582
P006307,3510,NJ,GAIN,181891,105798,107374,105702,0.001380946357456055,0.001523527657651104,0.09825944288854584
P006308,3510,NJ,DECLINE,4340,1481531,1365468,1167337,0.01933793491283603,0.01682532218216748,-0.1391836819288078
P006308,3510,NJ,GAIN,521460,21894770,22807691,21058287,0.2857852027338713,0.3035220021121142,0.06021361321886823
P006309,3510,NJ,DECLINE,209616,243690,201377,192683,0.003180805098853154,0.002777221619829215,-0.1356833298640746
P006309,3510,NJ,GAIN,210316,97534,89233,92043,0.001273079094388541,0.001326654710347776,0.04122206836487723
P006310,3510,NJ,DECLINE,209380,304920,272611,241611,0.003980020069524001,0.003482441589494437,-0.1335532079252094
P006310,3510,NJ,GAIN,267541,97343,133791,122201,0.001270586034460432,0.001761334726803869,0.3265936506421462
P006311,3510,NJ,DECLINE,47362,254880,221325,202299,0.003326864473698929,0.002915821097189842,-0.1318788007846589
P006311,3510,NJ,GAIN,245912,70929,65860,67880,0.000925812814873632,0.0009783831658942777,0.05522930802762285
P006312,3510,NJ,DECLINE,237396,399827,361346,317964,0.005218809800398704,0.004582949690047262,-0.1299265403590028
P006312,3510,NJ,GAIN,444925,69290,67781,67971,0.0009044194891031026,0.000979694787404242,0.07994779235346595
P006313,3510,NJ,DECLINE,4282,562867,495526,447741,0.007346917081440267,0.006453480510911458,-0.1296611811680562
P006313,3510,NJ,GAIN,210462,68885,947373,821293,0.0008991331578419285,0.01183764356904551,2.577608724509415
P006314,3510,NJ,DECLINE,218773,323625,291083,257639,0.004224170257771563,0.003713459936326397,-0.1288588134160933
P006314,3510,NJ,GAIN,209761,68314,70968,70777,0.000891680083397162,0.00102013885286534,0.1345866099242204
P006315,3510,NJ,DECLINE,268262,236965,212740,188862,0.003093025894578102,0.002722147929833899,-0.1277286169014722
P006315,3510,NJ,GAIN,509796,64375,66469,67897,0.0008402656171310756,0.000978628194088447,0.1524337363524964
P006316,3510,NJ,DECLINE,209889,360363,319013,288055,0.004703699240174071,0.004151858615964587,-0.1247931782622879
P006316,3510,NJ,GAIN,209774,64324,67115,68275,0.0008395999309722611,0.0009840764680529141,0.1587780997373197
P006317,3510,NJ,DECLINE,225274,147705,136463,118105,0.001927944589954882,0.001702297345432288,-0.1244757376888747
P006317,3510,NJ,GAIN,424631,60893,62288,58936,0.0007948162209547587,0.0008494695089149257,0.06650112816912461
P006318,3510,NJ,DECLINE,210144,623456,542870,498576,0.008137765290781699,0.007186186878593185,-0.1243549137405823
P006318,3510,NJ,GAIN,250664,58895,56812,56815,0.0007687369867329662,0.0008188986383365261,0.06321142232855387
P006319,3510,NJ,DECLINE,210231,141857,126625,113504,0.001851612577077484,0.001635981185351563,-0.1238141849794664
P006319,3510,NJ,GAIN,4321,28966,30354,30288,0.0003780836328670872,0.0004365537614703283,0.1437961104576318
P006320,3510,NJ,DECLINE,210337,196027,169521,156943,0.002558675699096751,0.002262085875146518,-0.1232024783736653
P006320,3510,NJ,GAIN,210230,19840,21077,19385,0.0002589649684486298,0.0002794042084687769,0.07596671363549495
P006321,3510,NM,DECLINE,251543,211896,178597,153098,0.03638630310585884,0.02778774531717739,-0.2695973079480895
P006321,3510,NM,GAIN,192122,116842,115585,111181,0.02006384465725997,0.02017968433362356,0.005756950208025794
P006322,3510,NM,DECLINE,192103,229454,211155,182796,0.03940132325693611,0.03317802122169302,-0.1719117556399899
P006322,3510,NM,GAIN,192104,101460,101755,97698,0.0174224823173653,0.01773247947065015,0.01763649696986687
P006323,3510,NM,DECLINE,192109,276036,246239,223395,0.04740027921305192,0.04054686125965619,-0.1561697458896687
P006323,3510,NM,GAIN,251544,97984,96473,93485,0.01682559143884015,0.01696780735853067,0.008416836680291676
P006324,3510,NM,DECLINE,192094,213787,205224,179668,0.03671102135997019,0.03261027985765083,-0.1184494477901974
P006324,3510,NM,GAIN,192107,2177686,2263316,2325393,0.3739473272991718,0.4220657908421213,0.1210462529562401
P006325,3510,NV,DECLINE,199197,385085,257595,240147,0.01670528422907685,0.01182633202284217,-0.345396517603097
P006325,3510,NV,GAIN,199271,442040,426502,411432,0.01917603604560325,0.02026147083587136,0.05505971734960357
P006326,3510,NV,DECLINE,241381,337894,267328,212403,0.01465810226131813,0.01046004489186934,-0.3374304875711129
P006326,3510,NV,GAIN,241317,260183,246815,246599,0.01128693916037732,0.01214406863504793,0.07319464168303985
P006327,3510,NV,DECLINE,446886,245905,183579,165769,0.01066754851098106,0.008163496662854517,-0.2675336938234457
P006327,3510,NV,GAIN,234730,259582,323455,287558,0.01126086731696178,0.01416114456488921,0.2291682697343687
P006328,3510,NV,DECLINE,437206,217457,166821,152691,0.009433452335464543,0.007519454596142337,-0.226768522745627
P006328,3510,NV,GAIN,241314,216819,203784,197805,0.009405775403519256,0.009741148570576752,0.03503512852281065
P006329,3510,NV,DECLINE,361915,365090,281620,256392,0.01583788571144985,0.01262633686867023,-0.2266200395216624
P006329,3510,NV,GAIN,419597,216797,213314,200640,0.009404821026555626,0.009880761604613228,0.04936716131007734
P006330,3510,NV,DECLINE,638330,1001846,698457,710715,0.04346085197752113,0.03500002733165217,-0.2165117359592238
P006330,3510,NV,GAIN,199185,700026,714487,637868,0.03036766765193074,0.03141258793466623,0.03383022387314827
P006331,3510,NV,DECLINE,199138,159449,132096,113497,0.006917020566997089,0.005589298244810544,-0.2131313813269512
P006331,3510,NV,GAIN,199221,156143,156337,215855,0.006773603737826054,0.01063004284371904,0.4506509676306273
P006332,3510,NV,DECLINE,469930,132072,108067,94322,0.005729385197300953,0.004645001974034733,-0.2098164323138495
P006332,3510,NV,GAIN,241376,105006,100946,96760,0.004555241247408867,0.004765064258684091,0.04503253005664642
P006333,3510,NV,DECLINE,234735,671543,587892,482343,0.02913205314942663,0.02375356955070753,-0.2041062347294283
P006333,3510,NV,GAIN,241315,177459,174417,167883,0.00769830825404196,0.008267603172185421,0.07134404759107496
P006334,3510,NV,DECLINE,234817,163902,141627,119716,0.007110195140590138,0.005895560487728655,-0.1873300814076647
P006334,3510,NV,GAIN,241373,104248,101464,96517,0.004522358622934684,0.00475309742719525,0.04976281848696661
P006335,3510,NV,DECLINE,241332,258568,227436,195833,0.01121687921509262,0.009644035024502702,-0.1510801245301483
P006335,3510,NV,GAIN,450863,67932,65214,67950,0.002946942540607005,0.003346280657064737,0.1270812714515248
P006336,3510,NV,DECLINE,241341,155799,128778,118328,0.006758680752576558,0.005827206734203918,-0.1482899498648478
P006336,3510,NV,GAIN,241374,57818,63645,51824,0.002508189421963372,0.002552136111430801,0.01736955224314973
P006337,3510,NV,DECLINE,241348,484150,411423,370664,0.02100280031553437,0.01825380093407275,-0.1402824484887098
P006337,3510,NV,GAIN,11314,8389371,8800329,8415640,0.363937382806847,0.4144384598796216,0.1299426676458587
P006338,3510,NV,DECLINE,425136,198068,168568,151709,0.008592342565108465,0.007471094807985787,-0.139829858166023
P006338,3510,NV,GAIN,631609,117,11218,31856,5.075550215671842e-06,0.001568787588100872,5.733623427203117
P006339,3510,NY,DECLINE,456240,208442,128685,105211,0.001549822804475007,0.0008326021260567422,-0.6213399954119554
P006339,3510,NY,GAIN,213627,198380,193812,197077,0.001475009105419023,0.001559596707538989,0.0557631040926724
P006340,3510,NY,DECLINE,489785,182935,127242,109641,0.001360171341364195,0.0008676595574891149,-0.4495665342420055
P006340,3510,NY,GAIN,213585,176029,174790,176338,0.001308823358291184,0.001395475698402199,0.06410682577185371
P006341,3510,NY,DECLINE,500129,344570,306573,216821,0.002561971405656985,0.001715843643475957,-0.4008721624076326
P006341,3510,NY,GAIN,447229,338458,318869,481246,0.002516527027935838,0.003808408272483894,0.4143315381298189
P006342,3510,NY,DECLINE,4660,877312,713488,556679,0.006523052668078302,0.004405357984727273,-0.3925209430907631
P006342,3510,NY,GAIN,183883,890387,875721,882529,0.006620268839332228,0.00698401803715135,0.05348842187767058
P006343,3510,NY,DECLINE,213564,453416,301721,301079,0.003371270937305533,0.002382631241134842,-0.3470843654990597
P006343,3510,NY,GAIN,468946,427157,625311,547333,0.003176028150234265,0.004331397092138796,0.3102587372768952
P006344,3510,NY,DECLINE,440447,310407,248914,212788,0.002307960234831145,0.001683927927682106,-0.3152350026057674
P006344,3510,NY,GAIN,213140,297454,338628,318977,0.002211651166666549,0.002524269595034754,0.132212380785649
P006345,3510,NY,DECLINE,213621,328079,237186,226186,0.002439356347901842,0.001789954895251165,-0.3095437913109378
P006345,3510,NY,GAIN,578447,292865,316781,395723,0.002177530707019569,0.003131609918445335,0.3633556916541038
P006346,3510,NY,DECLINE,438754,1488206,1112919,1031104,0.01106521524719842,0.008159787309175002,-0.3045883227072883
P006346,3510,NY,GAIN,248708,592634,614811,586602,0.0044063945265697,0.00464215787654463,0.05212253033483419
P006347,3510,NY,DECLINE,615253,203873,172573,142935,0.001515851050252507,0.001131136334488983,-0.2927542973968513
P006347,3510,NY,GAIN,213606,194352,280789,253667,0.001445059832928712,0.002007429674752979,0.3287044073906355
P006348,3510,NY,DECLINE,508625,150834,122986,105886,0.001121491699802263,0.0008379438340063701,-0.2914638785769268
P006348,3510,NY,GAIN,213160,153403,216606,191483,0.001140592911576743,0.001515327797509036,0.2840835584731986
P006349,3510,NY,DECLINE,444929,283805,244340,204025,0.002110167149730042,0.001614580688033826,-0.2676918751609227
P006349,3510,NY,GAIN,438748,283628,255809,301834,0.002108851106723392,0.002388606040397018,0.1245666490818567
P006350,3510,NY,DECLINE,362455,301969,236600,217930,0.002245221416242952,0.00172461987179616,-0.2637974806963664
P006350,3510,NY,GAIN,213695,282265,274996,276697,0.002098716832045067,0.002189680836352876,0.04242967076906214
P006351,3510,NY,DECLINE,236975,428175,370684,311574,0.003183597256340307,0.002465684907699797,-0.2555421482158718
P006351,3510,NY,GAIN,491062,578115,542452,711814,0.004298441823668305,0.005633040744379902,0.2703968026044624
P006352,3510,NY,DECLINE,213669,539586,456949,397891,0.004011968258678439,0.0031487666930154,-0.2422711083284311
